@relation 'all news tweets'

@attribute Content string
@attribute Time {11/20/2023,11/22/2023,11/19/2023,11/17/2023,11/21/2023,10/29/2023,11/18/2023,11/14/2023,10/12/2023,11/6/2023,11/1/2023,10/10/2023,10/31/2023,10/15/2023,10/16/2023,10/27/2023,10/17/2023,10/30/2023,10/11/2023,11/12/2023,10/14/2023,11/10/2023,11/15/2023,11/3/2023,11/9/2023,11/16/2023,10/13/2023,11/13/2023,10/24/2023,11/5/2023,11/8/2023,11/23/2023,10/19/2023,10/9/2023,10/26/2023,10/18/2023,10/23/2023,11/7/2023,11/4/2023,11/11/2023,10/21/2023,10/28/2023,11/2/2023,10/25/2023,10/22/2023,10/8/2023,10/20/2023}
@attribute Review numeric
@attribute RetweetNumber numeric
@attribute Like_Numbers numeric
@attribute Look_Numbers numeric
@attribute UserName {Palestine,Israel,SkyNews,IDF,BBCWorld,CNN,RT_com,CBNNews,Telegraph,FoxNews,Independent}
@attribute UserName_For_Label {Palestine,Israel}

@data
'Al-Fakhura School in northern #Gaza has seen numerous Israeli massacres not just in this ongoing Israeli aggression  but also in previous Israeli onslaughts on Gaza.',11/20/2023,13,630,657,3300,Palestine,Palestine
'Algeria to host Palestine football internationals',10/16/2023,61,27,107,14700,BBCWorld,?
'Algerian Government Continues Crackdown on House Churches  Limits Attendees  Arrests Pastors',11/14/2023,2,12,13,1500,CBNNews,?
'Aliza Samuel and her friend were hiding behind a bush during the #HamasMassacre and watched Hamas terrorists line their friends up one by one and execute them. I had to come all the way over here to hold her mouth shut  literally to gag her because I couldn t let her make?',11/21/2023,2300,3700,8100,66400,IDF,?
'All being well a truce will go into effect tomorrow morning  but Israelis have been very clear when the temporary ceasefire ends they will resume the fighting as they want to eliminate Hamas.  @AliBunkallSKY has more on the hostage deal.https://trib.al/Rx0iR33 Sky 501',11/22/2023,59,29,49,2800,SkyNews,?
'Almost 690 people have been killed by the strikes in Gaza  Palestinian authorities sayLive updates',10/10/2023,694,379,1100,57900,BBCWorld,?
'Al-Qassam releases video of street warfare  targeting Israeli soldiers and vehicles in western Gaza. Rancity Hospital was repurposed by the occupation used for military operations. The clip shows resistance acquiring Israeli weapons  military gear  and soldiers dog tags.?',11/19/2023,56,755,1800,7400,Palestine,Palestine
'Al-Shifa hospital evacuees among those fleeing Gaza City with tanks on street',11/18/2023,223,72,178,17000,BBCWorld,?
'Al-Shifa: What we know about Israel s raid on Gaza s main hospital',11/15/2023,483,84,261,26000,BBCWorld,?
'Also known as  Gaza s bin Laden   Yahya Sinwar is the  monster-mind  behind the October 7th massacre.',11/10/2023,?,5,3,854,CBNNews,?
'America?s worry  as usual  is about igniting another regional theater that would send it into direct conflict with Iran. But friction with Iran?s agents in the region is growing  and it seems the U.S. will have to consider taking action / Amos Harel',11/21/2023,13,7,17,1000,Israel,Israel
'American Jewish political scientist Norman Finkelstein was asked if he supports the dismantling of Hamas and this is how he answered. #Gaza #Palestine',11/20/2023,42,430,683,4700,Palestine,Palestine
'American Jews and Palestinians face fear and hatred',10/23/2023,411,146,372,39000,BBCWorld,?
'American rap superstar Cardi B has announced she is no longer backing President Joe Biden after public service cuts in her hometown of New York.In an Instagram live stream  the rap superstar said the White House was backing Israel and Ukraine at a time when the New York City?',11/21/2023,30,377,1400,8800,Palestine,Palestine
'American-Israeli Launches Targeted Effort to  Adopt a Hostage  for Prayer',11/6/2023,?,8,9,1400,CBNNews,?
'Amid a critical shortage of potable water in Gaza  displaced people are drinking rainwater.',11/20/2023,27,667,789,2200,Palestine,Palestine
'Amid Israel s war on Gaza  an Indonesian pilot took a moment during the flight to offer comfort and support to a Palestinian passenger',11/21/2023,408,2900,1100,51700,Palestine,Palestine
'Amid the Israeli bombardment of Gaza  Palestinian telecom heroes are risking their lives to keep the besieged enclave online http://aje.io/2zvk59',11/21/2023,43,482,889,4500,Palestine,Palestine
'Amidst fierce fighting in the Gaza Strip  X-owner Elon Musk said that the social network would begin channeling a portion of its revenue to support medical care for Israelis and Palestinians',11/22/2023,5,2,11,6700,Israel,Israel
'An exclusive Al Jazeera footage documenting the first moments of the Israeli army raid yesterday into Al Shifa Hospital in Gaza City and the forcible evacuation of medical personnel and patients.',11/19/2023,30,1400,1100,4800,Palestine,Palestine
'An exclusive Al Jazeera footage shows the charred body of a Palestinian baby who was mercilessly killed in an Israeli airstrike on a civilian house in #Gaza s Sheikh Radwan neighborhood.',11/22/2023,9,182,202,5900,Palestine,Palestine
'An extraordinary warning call to a Palestinian dentist starts the panicked evacuation of a Gazan neighbourhoodFull story',11/8/2023,355,183,423,31500,BBCWorld,?
'An indictment was filed against a resident of Jaffa and a resident of Qalansawe on Tuesday after the @IDF and Shin Bet arrested them a month ago on suspicion of identifying with a global jihad terror organization.#IDF | #Israel',11/21/2023,7,5,33,600,Israel,Israel
'An innocent baby survives an Israeli airstrike in Gaza.',11/22/2023,36,1100,1100,1800,Palestine,Palestine
'An innocent baby sustains injuries in an Israeli airstrike in #Gaza.',11/20/2023,45,714,100,2800,Palestine,Palestine
'An Israeli airstrike in southern Lebanon has killed three journalists  according to Lebanese media. Al Mayadeen TV said two of its staff  correspondent Farah Omar and cameraman Rabih Me mari  were among the victims.Read more: https://trib.al/N78yOzo',11/21/2023,106,111,183,8700,SkyNews,?
'An Israeli airstrike in southern Lebanon Tuesday eliminated the deputy commander of the Lebanese branch of Hamas s al-Qassam Brigades  Hamas told Lebanese media.#Lebanon | #Hamas | #OperationSwordsOfIron',11/22/2023,9,20,102,7900,Israel,Israel
'An Israeli Bedouin says he was subjected to extreme violence from guards at a Jerusalem detention center where he was held for over two weeks for allegedly voicing support for Hamas on Facebook',11/21/2023,22,40,89,1500,Israel,Israel
'An Israeli occupation soldier blows up a residential building in Gaza  saying he s doing so in honor of the Israeli soldiers killed during the October 7 attacks.',11/21/2023,151,1100,1100,6100,Palestine,Palestine
'An Israeli rabbi from the haredi (ultra-Orthodox) community has drawn criticism for his response to a question regarding the correct esteem in which soldiers fighting in Gaza should be held by the conservative community.#Judaism #Rabbi #IDF',11/20/2023,3,9,11,6600,Israel,Israel
'Ana Mishaiv  64: Beloved grandmother with a ?beautiful smile? https://timesofisrael.com/ana-mishaiv-64-beloved-grandmother-with-a-beautiful-smile/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,6,5,38,6100,Israel,Israel
'ANALYSIS- Iran  Houthis attack with impunity in Red SeaBy @sfrantzman #Israel | #Iran | #Houthis',11/19/2023,1,13,23,7900,Israel,Israel
'Anatomy of a deal: Why a hostage release has finally got over the line | Kim Sengupta https://independent.co.uk/news/world/middle-east/israel-hostages-hamas-gaza-netayahu-b2451297.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1700625661?',11/22/2023,4,2,3,600,Independent,?
'And if I go  who treats my patients? This Palestinian doctor stayed in Gaza City to save his patients. He s now dead after an Israeli airstrike killed him and several of his family members.',11/16/2023,25,652,832,3600,Palestine,Palestine
'Andrew Tate: ?The Israelis are genociding the Palestinians  Tate argued that he was jailed for  fighting oppression...because he believes that the people in charge of the world are enslaving us all  and that Israel is the cause of Oct. 7.#AndrewTate',11/22/2023,42,14,28,8500,Israel,Israel
'Angling for war cabinet seat  Smotrich says Gaza should be allowed to collapse https://timesofisrael.com/angling-for-war-cabinet-seat-smotrich-says-gaza-should-be-allowed-to-collapse/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,4,3,10,600,Israel,Israel
'Anne Frank Daycare Center in German City to Be Renamed to Promote  Diversity ',11/7/2023,2,6,6,1200,CBNNews,?
'Ant??nio Guterres Secretary-General of the United Nations:  The staggering and unacceptable civilian death toll in #Gaza demands an urgent call for an immediate ceasefire on humanitarian grounds.  #UN #Israel',11/19/2023,25,178,335,2200,Palestine,Palestine
'Anti-Israel mob reportedly storms Dagestan airport',10/30/2023,838,240,567,61300,BBCWorld,?
'Antisemitic graffiti in Paris worry French leaders',10/31/2023,339,118,354,25800,BBCWorld,?
'Antisemitic incidents surged globally since Oct. 7 but most aren?t reported. Here?s why https://timesofisrael.com/antisemitic-incidents-surged-globally-since-oct-7-but-most-arent-reported-heres-why/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,7,23,49,9700,Israel,Israel
'Antisemitic incidents  triple in UK  since Hamas attack  says charity',10/12/2023,236,143,361,20600,BBCWorld,?
'Antisemitism is evil not just because it hurts Jews. It is evil just like any other racist hatred. It is as evil as the hatred of Arabs or the ultra-Orthodox  of blacks or people in the LGBTQ community | Opinion',11/20/2023,73,35,100,2100,Israel,Israel
'Antisemitism kills. IDF forces found a copy of Hitler s antisemitic work Mein Kampf in a child s room of a home in Gaza used by Hamas as a terrorism hub. The terrorist highlighted portions of the book and included his own notes.It starts with words. It ends with Jewish?',11/12/2023,6800,600,7900,9900000,IDF,?
'Antisemitism Spike in US Leads to Mental Health Challenges for Jews',11/21/2023,3,7,8,1300,CBNNews,?
'Antony Blinken holds talks with Prime Minster Netanyahu in Israel',10/16/2023,102,41,136,13700,BBCWorld,?
'Antony Blinken meets survivor of Israeli music festival attack',10/12/2023,193,61,332,19000,BBCWorld,?
'Antwerp rabbi files police complaint against 6 circumcisers who suck blood by mouth https://timesofisrael.com/antwerp-rabbi-files-police-complaint-against-6-circumcisers-who-suck-blood-by-mouth/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/21/2023,6,2,12,7200,Israel,Israel
'Anwar El Ghazi: Dutch winger s Mainz contract terminated over Israel-Gaza post',11/4/2023,135,34,145,30700,BBCWorld,?
'Anyone refusing to see Hamas for what it is  a barbaric organization that committed crimes not just against Jews or Zionists but against humankind itself  is collaborating with an antisemitic attack | Opinion',11/20/2023,184,32,76,1600,Israel,Israel
'Anyone who fails to distinguish between the way the IDF conducts itself and the way Hamas treated its victims  is collaborating with an antisemitic attack. Sometimes it?s because such a person is antisemitic  even if they are Jewish | Opinion',11/20/2023,153,36,96,3100,Israel,Israel
'Anyone who is constantly busy couching and maintaining the moral latitude given Palestinians  as if they are distorted  inferior people  does not show them respect or see them as equal human beings | Opinion',11/21/2023,23,15,44,1400,Israel,Israel
'Apartheid South Africa reached a tipping point  Israel will  too ? #AJOpinion by Suren Pillay.: http://aje.io/kjluby',11/18/2023,152,1300,3200,56700,Palestine,Palestine
'Arab and Muslim leaders blame West for Gaza misery',11/14/2023,1100,402,1300,38200,BBCWorld,?
'Arab and Muslim ministers called on Monday for an immediate ceasefire in Gaza  as their delegation visited Beijing on the first leg of a tour to push for an end to hostilities and to allow humanitarian aid into the territory.#Gaza | #China | #MiddleEast',11/20/2023,42,11,31,1100,Israel,Israel
'Arab nations have rejected sending troops to Gaza after the war ends  while Netanyahu has ruled out the Palestinian Authority controlling it. But the idea of a non-Arab multinational force taking the reins is pointless / Zvi Bar el',11/20/2023,5,13,9,7300,Israel,Israel
'Arab nations won t ?clean mess after Israel  ? Jordanhttps://on.rt.com/cldd',11/19/2023,9,33,153,1400,RT_com,?
'Archaeologists believe that the mass production of shaped slingstones at four sites in Israel indicates that almost 8 000 years ago  people in the Galilee and Sharon plain were preparing for war / @ruthschuster',11/22/2023,9,5,18,7100,Israel,Israel
'Archaeologists find earliest evidence of mass weapons production in Stone Age Israel https://timesofisrael.com/archaeologists-find-earliest-evidence-of-mass-weapons-production-in-stone-age-israel/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,3,2,17,4800,Israel,Israel
'Are there any similarities between the Bosnian genocide and what s happening in Gaza? This Bosnian journalist says yes.',11/19/2023,12,310,434,3000,Palestine,Palestine
'Argentina s new president is an admirer of the State of Israel who recently made a pilgrimage to the grave of the Lubavitcher Rebbe.',11/21/2023,10,60,217,1300,Israel,Israel
'Around 300 000 people turned out for a pro-Palestinian rally in London as police arrested scores of counter-protesters for attempting to confront the marchers  https://cnn.it/3FVnTTK',11/11/2023,650,149,493,45400,CNN,?
'Around 9 000 Palestinian children have been injured in Israel s attacks on Gaza  with many suffering life-changing consequences.95\% of children in Gaza are living with the psychological effects of war  according to psychologist Dr Iman Farajallah.: http://aje.io/hyfdau',11/20/2023,29,385,415,4800,Palestine,Palestine
'Arrest made in death of 69-year-old Jewish protester who hit his head during Israel-Hamas war demonstrations in California  sheriff s office says https://cnn.it/3QFPLjN',11/16/2023,689,140,314,23200,CNN,?
'Arrival of 10 martyrs and 22 injuries to Nasser Hospital following #Israeli shelling on a residential apartment in Hamad neighbourhood  west of Khan Younis  #Gaza.',11/21/2023,52,1700,1400,3300,Palestine,Palestine
